Occupation,Sex,Age,Residency_in_Dormitory,Number_of_Family_Members,Parent_Cohabitation_Status,Mother_Education,Father_Education,Mother_Job_Category,Father_Job_Category,Criminal_Records,Legal_Guardian,Average_Sport_Activity_Per_Week,Average_Studying_Per_Week,Average_Grades_Previous_Semester,Having_Scholarship,Financial_Support_Parents,Using_Extracurricular_Classes,Having_Extracurricular_Activities,History_Mental_Illness,Willingness_to_Studying,History_Physical_Illness,Marital_Status_Relationship,Relationship_Quality_Family,Free_Time_After_Classes,Communication_Quality_Classmates,Alcohol_Consumption_Week,Alcohol_Consumption_Weekend,Number_of_Absences,Average_Student_Final_Grades,Academic_Performance
4,1,25,1,7,1,3,3,4,4,0,3,153.4610581308759,16.26781441971061,18.27356264423655,0,1,1,1,0,5,0,1,1,461.88241287312155,4,1,1,1,17.28,4
2,0,21,0,5,1,2,2,2,2,0,1,165.7493747928347,10.486067674543946,10.76981342225338,0,1,0,0,0,3,0,0,1,278.47304466742594,2,3,6,3,9.94,1
4,1,25,1,7,1,3,3,5,5,0,3,139.28233602359495,28.66041174132102,18.184835933047616,0,1,0,1,0,5,0,1,5,474.7210823784103,5,1,3,4,17.79,4
2,0,22,1,5,1,2,2,3,3,0,2,108.96702885149932,25.43145610825772,9.670359361002628,0,1,0,0,0,3,0,0,5,300.6951413081197,3,3,7,3,10.83,1
3,1,23,1,6,1,2,2,3,3,0,2,134.5505718453795,13.160745888574603,14.962627564286485,1,0,0,1,0,4,0,0,0,334.173111241234,3,2,9,5,12.17,2
3,1,24,1,7,1,3,3,4,4,0,3,94.32418132664205,21.98230647534222,18.657295028137664,0,1,1,1,0,4,0,1,1,414.03183166738665,4,2,5,9,15.36,3
3,1,23,1,6,1,2,2,3,3,0,2,182.38584277814581,22.299296022563045,13.682475762786686,0,1,0,1,0,4,0,0,3,348.33869271678026,3,2,6,6,12.73,2
3,1,24,1,6,1,3,3,4,4,0,2,126.10187382589507,23.13840988008941,16.958800085640714,0,0,0,1,1,4,0,1,3,401.9416550856168,4,2,9,4,14.88,3
3,1,24,1,6,1,3,3,4,4,0,2,196.36501382535235,4.445952832039378,17.6560594142667,0,1,0,1,0,4,0,1,2,390.54858935574697,4,2,1,7,14.42,3
3,1,24,1,7,1,3,3,4,4,0,3,71.08730476574608,26.052852328261025,16.83793050460135,1,1,0,1,1,4,0,1,3,427.52914623770266,4,2,4,4,15.9,3
3,1,24,1,7,1,3,3,4,4,0,3,203.161616255012,13.442408296594149,19.10395684249518,0,1,0,1,0,4,0,1,0,422.23105854343265,4,2,3,7,15.69,3
3,1,23,1,6,1,2,2,3,3,0,2,238.34702731262473,15.137376532469865,13.362010766239145,1,1,1,1,0,4,0,0,0,349.79738824924345,3,2,2,4,12.79,2
3,1,23,1,6,1,2,2,3,3,0,2,40.43850501999813,39.1030540180816,10.07750526998187,0,1,0,1,0,4,0,0,2,330.6380421156764,3,2,6,2,12.03,2
2,0,21,0,5,1,2,2,2,2,0,1,206.18395988933005,20.414987045768093,8.573732764429757,0,0,1,0,0,3,0,0,4,259.19738776474424,2,3,0,8,9.17,1
2,0,22,1,5,1,2,2,3,3,0,2,265.93682947313044,14.909420196422596,10.957518435650062,0,1,0,0,0,3,0,0,2,304.25057837763524,3,3,5,3,10.97,1
2,0,21,0,4,1,1,1,2,2,0,1,95.32512869161562,1.0,9.718370046562905,0,1,1,0,1,3,0,0,4,251.3578943268141,2,3,2,4,8.85,1
3,1,23,1,6,1,3,3,3,3,0,2,297.0800670786392,29.118113071570846,14.695384897213765,0,1,1,1,0,4,0,1,4,369.26559927650544,3,2,6,10,13.57,2
2,0,21,0,4,1,1,1,2,2,0,1,209.33133065562316,7.23832263353118,10.219344046540783,0,1,1,0,0,3,0,0,1,240.62015451520176,2,3,8,6,8.42,1
2,0,21,0,5,1,2,2,2,2,0,1,130.64917009691138,9.972488772003972,8.467204487472454,1,1,0,0,0,3,0,0,5,266.6442061246323,2,3,2,3,9.47,1
2,0,21,0,5,1,2,2,2,2,0,1,176.09616456396057,15.349181607297206,8.431877946424015,0,1,0,0,0,3,0,0,3,279.8928871349997,2,3,0,2,10.0,1
4,1,26,1,8,1,4,4,5,5,0,3,219.08288387652055,29.33129433360234,17.97883398037834,0,0,1,1,0,5,0,1,4,486.70895181557574,5,1,2,2,18.27,4
3,1,23,1,6,1,3,3,3,3,0,2,185.3203773988688,24.185919893326073,15.097399177316298,0,1,0,1,1,4,0,1,1,377.89645204483605,3,2,8,3,13.92,2
2,0,22,1,5,1,2,2,3,3,0,2,217.71291947124584,16.73729992127792,12.297023622720538,0,0,0,0,0,3,0,0,2,294.30503986429767,3,3,9,6,10.57,1
4,1,25,1,7,1,3,3,4,4,0,3,115.55284848444437,20.46633650911057,18.730736512882963,1,1,0,1,1,5,0,1,2,433.0542887841188,4,1,3,7,16.12,3
2,0,21,0,5,1,2,2,2,2,0,1,191.85525768252546,13.196914457031154,8.842359336892564,0,0,1,0,0,3,0,0,4,273.6642767245729,2,3,2,3,9.75,1
4,1,25,1,7,1,3,3,4,4,0,3,81.03998521665139,19.117229516522805,19.76386487273391,1,1,0,1,0,5,0,1,1,451.90714784355754,4,1,6,5,16.88,3
3,1,23,1,6,1,2,2,3,3,0,2,172.21417570559097,18.586693958225094,15.395501483053533,0,0,1,1,0,4,0,1,0,363.86886770517805,3,2,6,5,13.35,2
2,0,22,1,5,1,2,2,3,3,0,2,116.72646509746471,25.750159165450825,10.201571047626182,1,1,1,1,0,3,0,0,5,312.25036613257623,3,3,3,6,11.29,2
3,1,24,1,7,1,3,3,4,4,0,3,128.51290401871634,25.737424979511594,16.14882918772362,1,1,0,1,0,4,0,1,5,411.7056639837853,4,2,8,5,15.27,3
3,1,24,1,7,1,3,3,4,4,0,3,266.5265222647306,21.95181905764516,17.16057511740275,1,1,0,1,0,4,0,1,3,414.9464442879538,4,2,8,6,15.4,3
3,1,23,1,6,1,2,2,3,3,0,2,256.39170844159884,15.101219539631181,13.152113400449293,0,1,0,1,0,4,0,0,4,347.295242963823,3,2,1,6,12.69,2
3,1,24,1,7,1,3,3,4,4,0,3,222.6396684635024,23.934578355121012,18.33959127494657,0,1,0,1,0,4,0,1,0,421.78455530336146,4,2,6,7,15.67,3
2,0,22,1,5,1,2,2,2,2,0,2,103.53810647291947,17.26425227037563,9.808788887557643,0,1,0,0,0,3,0,0,3,283.41466505974324,2,3,7,2,10.14,1
2,0,21,0,4,1,1,1,2,2,0,1,157.85140852136385,9.344685050294936,11.3460510029313,0,1,0,0,0,3,0,0,0,246.87326563005152,2,3,7,8,8.67,1
2,0,21,0,5,1,2,2,2,2,0,1,264.91683899854286,14.77369766471249,9.121908339007877,0,1,1,0,1,3,0,0,5,260.52907443321817,2,3,9,4,9.22,1
2,0,22,1,5,1,2,2,3,3,0,2,189.92018395479334,18.676215870274596,10.530534087288226,1,0,1,1,0,3,0,0,1,308.26605432319747,3,3,0,4,11.13,2
2,0,22,1,5,1,2,2,3,3,0,2,342.3530677987186,25.281726269317964,10.86474574293374,0,0,0,1,0,3,0,0,4,326.6122234001334,3,3,1,6,11.86,2
4,1,25,1,7,1,3,3,4,4,0,3,207.53224875760603,16.531774622742777,19.011598291060523,1,1,1,1,0,5,0,1,0,440.6836020038764,4,1,7,4,16.43,3
1,0,20,0,4,0,1,1,2,2,0,1,193.4434381543022,8.326410310083151,8.937316265013875,0,1,1,0,1,2,1,0,0,221.34250944982892,2,4,6,5,7.65,1
2,0,22,1,5,1,2,2,3,3,0,2,158.3618475058249,18.453933466374554,13.128981442252513,1,1,0,1,0,3,0,0,0,307.1452408447815,3,3,6,8,11.09,2
3,1,24,1,6,1,3,3,4,4,0,2,189.34786333475975,18.90764832045242,14.388784246722956,0,1,0,1,0,4,0,1,5,382.4282459602441,4,2,0,6,14.1,3
4,1,25,1,7,1,3,3,4,4,0,3,169.32711145336194,19.486701031222026,18.78431664562593,0,1,1,1,0,5,0,1,4,466.33433688836305,4,1,1,5,17.45,4
4,1,26,1,8,1,4,4,5,5,0,3,229.56760736820132,25.35897212763544,19.972354623934564,1,1,1,1,0,5,0,1,1,502.15588198456686,5,1,1,4,18.89,4
4,1,25,1,7,1,3,3,4,4,0,3,246.96916217562088,26.151385920719186,17.04065737903803,0,1,1,1,0,5,0,1,1,436.11301743832814,4,1,2,5,16.24,3
4,1,25,1,7,1,3,3,4,4,0,3,124.98073776444355,13.246313020946667,19.649491886828354,1,1,0,1,0,5,0,1,0,441.713638283136,4,1,2,6,16.47,3
4,1,25,1,7,1,3,3,4,4,0,3,86.81369325095554,13.070852335608453,17.445213590430484,0,1,1,1,0,5,0,1,1,432.81448645886474,4,1,2,1,16.11,3
4,1,25,1,7,1,3,3,4,4,0,3,51.46562388276925,9.678410312356215,19.558431691657,0,1,1,1,0,5,0,1,3,442.88275082904977,4,1,3,5,16.52,3
4,1,25,1,7,1,3,3,4,4,0,3,215.55939288387805,23.59052536224381,16.487248711333464,1,1,0,1,0,5,0,1,1,436.24450428503167,4,1,3,2,16.25,3
1,0,20,0,4,0,1,1,2,2,0,1,102.76433756782885,29.590560866701722,8.957161105412853,0,1,1,0,0,2,1,0,0,229.18186148701537,2,4,8,10,7.97,1
3,1,23,1,6,1,2,2,3,3,0,2,29.297658493326196,15.479344576728613,12.823042243912118,1,0,0,1,1,4,0,0,3,336.23588559370205,3,2,2,3,12.25,2
3,1,24,1,6,1,3,3,4,4,0,2,207.2005023171675,16.068555482200054,15.759167405629645,0,1,0,1,1,4,0,1,4,380.5021067417591,4,2,2,7,14.02,3
2,0,22,1,5,1,2,2,3,3,0,2,354.5099662202954,29.73426045519181,12.208622113451012,1,1,0,1,0,3,0,0,2,313.8315253791187,3,3,8,10,11.35,2
3,1,23,1,6,1,2,2,3,3,0,2,179.57503619220748,22.04446282572006,11.280607017365343,0,1,1,1,0,4,0,0,5,336.3976446080912,3,2,3,4,12.26,2
3,1,23,1,6,1,3,3,3,3,0,2,238.69435421161492,21.489885638408442,14.928791205597092,0,1,1,1,0,4,0,1,1,370.23608542643274,3,2,5,6,13.61,2
3,1,24,1,7,1,3,3,4,4,0,3,185.72805509832955,8.472667952210186,19.202022520429217,0,1,1,1,0,4,0,1,3,415.18894464360403,4,2,9,6,15.41,3
2,0,21,0,4,1,1,1,2,2,0,1,173.07772427662002,23.429824554235353,8.419782482193842,0,1,1,0,1,3,0,0,2,244.97461584788823,2,3,4,7,8.6,1
3,1,24,1,6,1,3,3,4,4,0,2,244.33535380914378,10.566909275921933,17.230774442497253,0,1,0,1,1,4,0,1,4,382.21759667684387,4,2,9,6,14.09,3
3,1,23,1,6,1,3,3,3,3,0,2,159.6807819067944,8.927838512520335,16.672727336535523,0,1,1,1,0,4,0,1,2,379.2526579433356,3,2,2,7,13.97,2
4,1,25,1,7,1,3,3,4,4,0,3,198.7174619850332,15.225827385866303,19.567441104659444,0,1,1,1,0,5,0,1,4,441.4039525583539,4,1,7,7,16.46,3
3,1,24,1,7,1,3,3,4,4,0,3,202.51884643372097,13.313658212410479,19.16853466799052,0,0,1,1,0,4,0,1,0,424.7302027459867,4,2,4,6,15.79,3
3,1,23,1,6,1,3,3,3,3,0,2,133.23366824498657,16.227202444919687,17.146790744530314,0,1,0,1,0,4,0,1,0,368.6521099080921,3,2,7,8,13.55,2
3,1,23,1,6,1,3,3,3,3,0,2,249.44296446755658,6.472146923800651,14.244905176191184,0,1,1,1,0,4,0,1,5,368.6706428920566,3,2,5,2,13.55,2
2,0,22,1,5,1,2,2,3,3,0,2,167.7528170313214,25.670530451741378,10.451210638802237,0,1,0,1,0,3,0,0,5,315.73217984915055,3,3,8,3,11.43,2
3,1,23,1,6,1,3,3,3,3,0,2,127.09783883550088,27.02149035613143,14.542828619906892,0,1,1,1,0,4,0,1,4,375.2857260314466,3,2,1,9,13.81,2
3,1,23,1,6,1,2,2,3,3,0,2,217.55568904992825,2.4212602068734856,17.184223927035845,0,1,1,1,1,4,0,0,2,334.2256689824271,3,2,6,11,12.17,2
4,1,25,1,7,1,3,3,4,4,0,3,117.1072412746274,25.8276624453324,18.74803055165472,1,1,1,1,0,5,0,1,5,452.9184858356359,4,1,9,6,16.92,3
3,1,24,1,7,1,3,3,4,4,0,3,181.972681015839,11.51577096142699,17.47654411052659,0,1,0,1,0,4,0,1,1,416.4730369327098,4,2,3,3,15.46,3
2,0,22,1,5,1,2,2,2,2,0,2,179.36167023490574,24.85580429586229,10.343203222292647,1,1,0,0,0,3,0,0,2,281.6277465195227,2,3,9,6,10.07,1
3,1,23,1,6,1,3,3,3,3,0,2,256.01268960821045,17.452428058668676,15.196235770736713,0,1,0,1,0,4,0,1,5,378.7477749472144,3,2,6,6,13.95,2
2,0,22,1,5,1,2,2,3,3,0,2,213.2288763015967,18.23020451264799,11.986081514376284,1,1,1,1,0,3,0,0,2,305.8587032377074,3,3,8,6,11.03,2
1,0,20,0,4,0,1,1,2,2,0,1,178.24811288783994,16.51921880463025,8.110468008687716,0,1,1,0,0,2,1,0,1,228.98365263639823,2,4,9,4,7.96,1
2,0,22,1,5,1,2,2,3,3,0,2,237.2436409440201,27.69703363386789,10.402651229463993,0,1,1,1,0,3,0,0,2,325.53213807528596,3,3,0,5,11.82,2
2,0,21,0,4,1,1,1,2,2,0,1,277.31452843121195,8.083295899799774,9.35864779920139,1,0,0,0,0,3,0,0,2,231.5726496154982,2,3,4,8,8.06,1
4,1,25,1,7,1,3,3,4,4,0,3,219.04672144463035,22.862722709880067,18.112629482473622,1,1,0,1,1,5,0,1,3,442.8252405052622,4,1,5,5,16.51,3
2,0,22,1,5,1,2,2,3,3,0,2,180.72468338903664,26.810641319116403,11.102075025773743,0,1,0,1,0,3,0,0,4,317.1405385060204,3,3,3,7,11.49,2
2,0,21,0,5,1,2,2,2,2,0,1,88.17146373548883,23.730720644323284,11.416375626650666,0,1,0,0,0,3,0,0,0,268.7830765867592,2,3,9,8,9.55,1
4,1,26,1,8,1,4,4,5,5,0,3,105.44204358472392,36.59759131458734,19.51923886158661,0,0,1,1,0,5,0,1,5,513.1984073714041,5,1,5,3,19.33,4
2,0,22,1,5,1,2,2,3,3,0,2,158.63427069517326,13.768425898202409,12.549040676586227,0,1,1,1,0,3,0,0,5,318.8841905624847,3,3,0,9,11.56,2
2,0,21,0,5,1,2,2,2,2,0,1,137.33414584885017,25.65843858074825,8.115027681732734,1,1,1,0,0,3,0,0,5,267.75797364044354,2,3,7,5,9.51,1
2,0,22,1,5,1,2,2,3,3,0,2,166.9120087910188,17.151274917268637,11.406153780153637,0,1,0,0,0,3,0,0,4,295.050021004586,3,3,5,7,10.6,1
2,0,21,0,4,1,1,1,2,2,0,1,183.9654947427975,27.867248610821356,9.431594967221749,0,1,0,0,0,3,0,0,2,254.1853621798266,2,3,9,8,8.97,1
2,0,21,0,5,1,2,2,2,2,0,1,217.07849280497115,17.938488034229046,9.233702740830248,0,1,0,0,0,3,0,0,1,271.6277990312075,2,3,3,4,9.67,1
2,0,21,0,5,1,2,2,2,2,0,1,175.0650855358636,14.896993745100243,8.929847481628993,0,1,1,0,0,3,0,0,1,256.6774755155419,2,3,4,4,9.07,1
3,1,24,1,6,1,3,3,4,4,0,2,214.05511506783415,28.448577630973034,15.119113642104526,0,1,1,1,1,4,0,1,0,396.9480984782772,4,2,7,2,14.68,3
2,0,21,0,5,1,2,2,2,2,0,1,184.51320903670842,14.06750448784856,10.272172683558303,1,0,0,0,0,3,0,0,0,276.7564076209915,2,3,1,5,9.87,1
2,0,22,1,5,1,2,2,3,3,0,2,41.717340355229,6.6981939287955505,12.334913528492125,0,1,0,0,0,3,0,0,0,298.3467295581473,3,3,3,3,10.73,1
3,1,24,1,7,1,3,3,4,4,0,3,114.2465224326872,13.865224934609373,18.3442125935602,1,0,1,1,0,4,0,1,1,420.74079584387556,4,2,6,4,15.63,3
3,1,23,1,6,1,3,3,3,3,0,2,169.91387109948693,22.95226357270826,13.092057677555308,0,1,1,1,0,4,0,1,2,371.67002111951945,3,2,1,3,13.67,2
4,1,25,1,7,1,3,3,4,4,0,3,95.32136800112247,29.136310012696732,18.98829620061965,0,1,0,1,0,5,0,1,0,441.4211704583166,4,1,5,7,16.46,3
3,1,23,1,6,1,2,2,3,3,0,2,221.9950110997343,18.889035002372097,13.975256640747276,0,1,1,1,0,4,0,0,0,338.4974745279564,3,2,8,5,12.34,2
3,1,23,1,6,1,2,2,3,3,0,2,287.1525582640588,28.5455765378722,12.786039378077069,0,1,0,1,0,4,0,0,1,351.5882686936318,3,2,1,7,12.86,2
3,1,24,1,6,1,3,3,4,4,0,2,265.3133296188122,7.134600628179252,17.004667125088417,1,1,1,1,0,4,0,1,5,401.14681829425643,4,2,3,7,14.85,3
2,0,21,0,4,1,1,1,2,2,0,1,165.05899903488543,14.453892281456778,8.878101185216025,0,1,0,0,0,3,0,0,2,252.62832724669263,2,3,9,2,8.91,1
2,0,21,0,4,1,1,1,2,2,0,1,284.35082957949663,15.691399062767191,9.073740595789008,0,1,0,0,0,3,0,0,0,250.34676543345154,2,3,9,3,8.81,1
3,1,24,1,6,1,3,3,4,4,0,2,190.4067220041478,17.083524580219844,15.823684567075528,0,0,0,1,0,4,0,1,2,401.1311460179882,4,2,4,2,14.85,3
2,0,22,1,5,1,2,2,3,3,0,2,156.40398202173725,18.67275510600157,13.843288558870979,0,1,0,1,0,3,0,0,3,326.1948254242435,3,3,9,7,11.85,2
3,1,24,1,7,1,3,3,4,4,0,3,137.06181355213423,23.527287659137542,17.48498300383052,1,1,0,1,0,4,0,1,5,429.20666703903873,4,2,7,6,15.97,3
4,1,25,1,7,1,3,3,4,4,0,3,158.827121945831,14.441545294636079,18.99525004812238,0,1,1,1,0,5,0,1,5,453.6019819956698,4,1,4,5,16.94,3
2,0,22,1,5,1,2,2,3,3,0,2,152.82762270211398,19.112229495625005,12.660402532058571,1,1,0,1,1,3,0,0,0,313.38089290903224,3,3,4,6,11.34,2
2,0,22,1,5,1,2,2,3,3,0,2,191.92913556628415,17.639016877407588,15.156920319015756,0,1,1,1,1,3,0,0,0,309.3208308400033,3,3,9,11,11.17,2
2,0,22,1,5,1,2,2,3,3,0,2,191.24017867349053,10.5928807688708,14.008359533543718,0,1,0,1,0,3,0,0,1,308.5450421295755,3,3,8,7,11.14,2
4,1,25,1,7,1,3,3,4,4,0,3,180.213221410739,17.090666487348518,19.779327867709195,0,0,0,1,0,5,0,1,5,452.09522718309216,4,1,9,5,16.88,3
4,1,25,1,7,1,3,3,4,4,0,3,210.5856718822445,16.850723760823055,17.973012888279143,1,1,1,1,1,5,0,1,3,455.22196928277805,4,1,5,1,17.01,4
4,1,25,1,7,1,3,3,4,4,0,3,263.3452392350439,16.67935547997563,18.940852499328244,1,1,1,1,0,5,0,1,3,458.67354518173147,4,1,4,5,17.15,4
2,0,22,1,5,1,2,2,3,3,0,2,246.46878948089267,18.254075652651608,11.05208105093125,0,0,0,1,0,3,0,0,3,328.1379443145916,3,3,2,2,11.93,2
3,1,24,1,6,1,3,3,4,4,0,2,76.05714220850675,18.60538832490709,17.270317077951134,0,1,0,1,1,4,0,1,4,400.7492145934959,4,2,0,9,14.83,3
2,0,21,0,5,1,2,2,2,2,0,1,1.2255205568631595,14.541638567141359,11.185678699971787,0,1,1,0,0,3,0,0,1,272.77378984093366,2,3,5,6,9.71,1
2,0,22,1,5,1,2,2,2,2,0,2,245.40239378674914,28.181717871770118,10.504910401140679,0,1,0,0,0,3,0,0,1,280.3290298257616,2,3,9,7,10.01,1
3,1,24,1,7,1,3,3,4,4,0,3,84.31849111092052,8.644154966375867,19.33119391586661,0,0,1,1,1,4,0,1,0,418.96145708564467,4,2,8,2,15.56,3
2,0,21,0,4,1,1,1,2,2,0,1,164.26642186751215,12.23223913224083,8.2316530006144,0,1,0,0,0,3,0,0,1,244.3040389621402,2,3,3,3,8.57,1
4,1,25,1,7,1,3,3,5,5,0,3,98.09208817584484,40.23970899378845,19.584664443961156,0,1,0,1,0,5,0,1,0,476.4253687440575,5,1,7,6,17.86,4
2,0,21,0,4,1,1,1,2,2,0,1,53.861369369398616,9.69606916008616,9.791142763865675,0,0,0,0,0,3,0,0,0,240.7786926598759,2,3,1,6,8.43,1
4,1,25,1,7,1,3,3,4,4,0,3,217.90239097433516,7.169962602321931,17.83325698151922,0,1,1,1,0,5,0,1,4,444.0726854013683,4,1,1,2,16.56,3
2,0,22,1,5,1,2,2,3,3,0,2,233.14086122118528,23.875813960009744,11.311070636817238,1,1,0,1,1,3,0,0,1,329.3225532065688,3,3,3,3,11.97,2
2,0,22,1,5,1,2,2,3,3,0,2,139.64427194912963,1.3830411698090082,12.208427929168728,0,1,0,0,0,3,0,0,1,294.131657269801,3,3,1,4,10.57,1
2,0,22,1,5,1,2,2,3,3,0,2,0.0,16.117808720220488,10.60109253586382,1,1,1,0,0,3,0,0,4,301.45560773946045,3,3,5,3,10.86,1
3,1,24,1,7,1,3,3,4,4,0,3,141.76288862232622,35.16659940061191,15.026168509772955,0,1,1,1,1,4,0,1,4,409.9697359470492,4,2,7,4,15.2,3
2,0,22,1,5,1,2,2,3,3,0,2,207.42628037817826,5.640512622772796,12.17714657009449,0,1,0,1,0,3,0,0,1,322.2751072739266,3,3,2,1,11.69,2
3,1,23,1,6,1,2,2,3,3,0,2,76.47619018581099,2.1442841140902935,15.888716473935958,0,1,1,1,0,4,0,0,1,354.2155190052002,3,2,2,5,12.97,2
1,0,20,0,4,0,1,1,2,2,0,1,192.8351943845409,6.006550384338414,8.187767815304792,0,0,1,0,1,2,1,0,0,214.0951435530169,2,4,3,4,7.36,1
2,0,21,0,4,1,1,1,2,2,0,1,178.9283105578903,25.186876546775885,8.772498602180475,0,1,0,0,0,3,0,0,2,251.89303219377788,2,3,4,8,8.88,1
2,0,22,1,5,1,2,2,3,3,0,2,220.5504049720762,26.9982137598865,9.195933832774983,0,1,0,0,0,3,0,0,5,304.3365735727505,3,3,2,5,10.97,1
2,0,22,1,5,1,2,2,3,3,0,2,188.37062578899074,13.89928962417193,13.027924223722772,1,1,1,1,0,3,0,0,0,315.81856069666816,3,3,5,6,11.43,2
4,1,25,1,7,1,3,3,4,4,0,3,111.88517413829112,23.46569923200855,17.777554071919713,0,0,0,1,0,5,0,1,3,444.9438043289396,4,1,4,3,16.6,3
4,1,25,1,7,1,3,3,4,4,0,3,263.7600051165144,29.122042620095918,18.65813492454059,1,0,0,1,0,5,0,1,3,444.21406644342477,4,1,7,8,16.57,3
2,0,22,1,5,1,2,2,3,3,0,2,168.9029298881121,32.2987713154386,10.937728880730809,0,1,1,1,0,3,0,0,2,319.2858599593882,3,3,9,4,11.57,2
3,1,23,1,6,1,3,3,3,3,0,2,178.08868223430477,16.029317750561216,14.892436690868168,0,0,0,1,0,4,0,1,5,377.6170822734603,3,2,3,5,13.9,2
3,1,24,1,6,1,3,3,4,4,0,2,114.67124286487628,1.0,17.220379912311206,0,1,1,1,0,4,0,1,4,401.1187013275677,4,2,5,2,14.84,3
2,0,22,1,5,1,2,2,2,2,0,2,148.9702424165943,11.432968620722505,11.465953159035305,1,0,0,0,0,3,0,0,3,288.3365716511073,2,3,8,4,10.33,1
2,0,22,1,5,1,2,2,3,3,0,2,118.06381001811694,14.585566440517939,12.908092840835279,0,0,0,0,0,3,0,0,4,297.9438576531268,3,3,5,9,10.72,1
3,1,23,1,6,1,2,2,3,3,0,2,167.8937758053604,15.928489627372876,14.287690432228567,1,1,0,1,0,4,0,0,4,344.20103285372267,3,2,9,6,12.57,2
2,0,22,1,5,1,2,2,3,3,0,2,299.81959360996404,16.497124791930244,9.618498156896573,0,1,0,0,1,3,0,0,0,292.9711381042239,3,3,4,0,10.52,1
2,0,21,0,5,1,2,2,2,2,0,1,83.96691999480505,26.951156783445356,8.311787524709363,1,1,1,0,0,3,0,0,4,273.48174908146007,2,3,7,4,9.74,1
2,0,22,1,5,1,2,2,3,3,0,2,67.05070214862812,28.195427413500653,9.833669711819399,0,1,1,1,0,3,0,0,2,310.08111514187124,3,3,3,3,11.2,2
3,1,23,1,6,1,3,3,3,3,0,2,282.9819229245526,16.626610768601733,15.5222434550424,0,1,0,1,0,4,0,1,0,379.1769872397012,3,2,5,4,13.97,2
2,0,21,0,5,1,2,2,2,2,0,1,165.34734259936937,26.78787900841455,8.88341913840418,0,1,1,0,0,3,0,0,2,272.14275503512613,2,3,6,5,9.69,1
2,0,22,1,5,1,2,2,2,2,0,2,133.16490829380584,20.861290933048714,10.27635637820154,0,1,0,0,0,3,0,0,4,286.4662596058856,2,3,9,4,10.26,1
2,0,22,1,5,1,2,2,3,3,0,2,252.79332811772537,18.516047782900575,12.054246628343645,0,1,0,1,0,3,0,0,3,323.2026721899755,3,3,5,5,11.73,2
2,0,21,0,5,1,2,2,2,2,0,1,137.6069122184195,25.25235325687971,8.934440771676396,0,0,0,0,0,3,0,0,5,264.59858017769955,2,3,7,6,9.38,1
2,0,22,1,5,1,2,2,3,3,0,2,307.82067994828554,18.578016385903325,10.300391253939614,0,1,0,1,0,3,0,0,4,316.9911369400681,3,3,1,4,11.48,2
4,1,26,1,8,1,4,4,5,5,0,3,227.45481099374882,34.4624894167821,18.935237467802132,0,1,1,1,0,5,0,1,2,492.49431249703275,5,1,4,4,18.5,4
1,0,20,0,4,0,1,1,2,2,0,1,145.84620142980083,6.492710665643527,8.231589586723818,0,1,0,0,0,2,1,0,1,208.63844940984967,2,4,2,7,7.15,1
3,1,23,1,6,1,3,3,3,3,0,2,331.0115749285852,13.878632807263859,15.841183090092345,0,0,0,1,0,4,0,1,1,369.0190276590681,3,2,3,7,13.56,2
3,1,23,1,6,1,2,2,3,3,0,2,137.5999553897663,16.9878488243684,12.612907170982218,0,1,0,1,0,4,0,0,3,343.4485798377479,3,2,9,0,12.54,2
3,1,24,1,6,1,3,3,4,4,0,2,231.94667604065148,21.515621523663924,16.071784873188456,1,1,1,1,0,4,0,1,5,393.4248173867593,4,2,7,8,14.54,3
3,1,24,1,6,1,3,3,4,4,0,2,200.95048062845444,28.14368389682471,15.064300644360856,1,0,1,1,0,4,0,1,2,395.6408547950738,4,2,1,7,14.63,3
2,0,22,1,5,1,2,2,3,3,0,2,271.1218902579159,17.804811462110745,10.681985052255731,0,0,1,1,0,3,0,0,3,305.0281476925619,3,3,8,2,11.0,2
3,1,23,1,6,1,2,2,3,3,0,2,289.30578377087966,6.622162803950342,18.166513850880662,1,1,0,1,0,4,0,1,0,357.3747927684741,3,2,6,12,13.09,2
3,1,23,1,6,1,3,3,3,3,0,2,182.24029043460365,24.740111171640034,13.90328459131228,0,1,1,1,0,4,0,1,4,371.01705114583336,3,2,0,8,13.64,2
3,1,24,1,7,1,3,3,4,4,0,3,127.26074907576717,24.039670129135715,17.87043222696166,0,0,0,1,0,4,0,1,0,429.5057275412616,4,2,2,5,15.98,3
2,0,22,1,5,1,2,2,2,2,0,2,212.19805000573814,2.4651307249647516,12.87215043425863,0,1,0,0,0,3,0,0,1,280.6849354034514,2,3,7,6,10.03,1
4,1,25,1,7,1,3,3,4,4,0,3,132.55992411735258,17.969566930633604,19.81622664698287,1,0,1,1,0,5,0,1,4,454.7869922778448,4,1,1,9,16.99,3
3,1,23,1,6,1,2,2,3,3,0,2,320.9371073268636,5.278865354557617,17.245872302015556,0,1,0,1,0,4,0,0,0,350.737109784655,3,2,9,8,12.83,2
4,1,25,1,7,1,3,3,4,4,0,3,189.5574731757916,12.6827912199835,19.59140246135088,1,1,0,1,0,5,0,1,1,440.7368501280899,4,1,6,5,16.43,3
3,1,23,1,6,1,3,3,3,3,0,2,154.42749140815238,10.777528584297603,14.171917746918306,1,1,0,1,0,4,0,1,5,369.8267541685863,3,2,0,5,13.59,2
